day1,20,“landscape”,“The __ looked fascinating as the bus headed to Alsace.”,“버스가 Alsace로 향하는 동안 경치는 굉장히 아름다워 보였다.”
day1,21,“instrument”,“We needed a new musical __ for our performance.”,“공연을 위해 우리에게는 새로운 악기가 필요했다.”
day1,22,“authorize”,“The government announced they would not __ festivals or any type of event in the residential areas.”,“정부는 거주 지역에서 축제나 어떤 형식의 행사도 승인하지 않을 것이라고 발표했다.”
day1,23,“desirable”,“Precious metals have been __ as money across the millennia because they exist in fixed quantities.”,“귀금속은 고정된 양으로 존재하기 때문에 수천 년에 걸쳐 돈으로서 바람직했다.”
day1,24,“germs”,“People have come to see all __ as threats to good health.”,“사람들이 모든 세균을 좋은 건강에 대한 위협으로 보기에 이르렀다.”
day1,25,“density”,“The __ of the air plays a determining factor in the loudness of sound waves passing through it.”,“공기의 밀도는 그것을 통과하는 음파의 크기를 결정하는 요소로 작용한다.”
day1,26,“Intangible”,“__ cultural heritages are cultural heritages that include oral traditions.”,“무형 문화유산은 구전을 포함하는 문화유산이다.”
day1,27,“monitor”,“Nurses __ the patient’s heart rate.”,“간호사들은 환자의 심박동수를 추적 관찰한다.”
day1,28,“budget”,“My maximum __ is 100 dollars.”,“내 최대 예산은 100달러이다.”
day1,29,“mission”,“His __ in life was to work with young people.”,“그의 평생 사명은 젊은이들과 함께 일하는 것이었다.”
day1,30,“mixture”,“European-and Asian-style buildings stood side by side, and many buildings looked neither completely Western nor completely Eastern but a __ of the two.”,“유럽 스타일과 아시아 스타일의 건물들이 나란히 있었는데, 많은 건물들이 완전히 서양적이지도 완전히 동양적이지도 않고 그 둘의 혼합으로 보였다.”
day1,31,“illegal”,“It is __ to use a cellphone while driving.”,“운전 중에 휴대전화를 사용하는 것은 불법이다.”
day1,32,“disregard”,“The safety of our children is at risk largely due to the __ for speed limits.”,“우리 아이들의 안전이 제한 속도 무시로 인해 크게 위협받고 있다.”
day1,33,“criterion”,“Our appetite is a good __ of our health.”,“식욕은 건강 상태에 대한 좋은 판단 기준이다.”
day1,34,“pros and cons”,“Now, we must conclude today’s discussion about the __ of a cashless society.”,“이제 우리는 현금 없는 사회의 장단점에 대한 오늘의 토론을 결론지어야 한다.”
day1,35,“majority”,“The __ of respondents report they derived benefits from their adversity.”,“대다수의 응답자가 자신이 겪은 역경에서 이익을 얻었다고 보고한다.”
day1,36,“forecast”,“What did the weather __ say this morning?”,“오늘 아침에 일기 예보에서 뭐라고 했나요?”
day1,37,“luxury”,“It was a __ if you had a refrigerator in those days.”,“그 당시에 냉장고를 가지고 있었다면 그것은 사치였다.”
day1,38,“median”,“The __ is the number that is exactly in the middle of all the other figures.”,“중앙값은 모든 다른 수치들의 정확히 중간에 있는 숫자이다.”
day1,39,“patience”,“Wisdom and __ can result from the gradual accumulation of life experiences.”,“지혜와 인내는 삶의 경험이 조금씩 축적되는 것에서 나올 수 있다.”
day1,40,“reveal”,“The way to build a strong relationship would be to __ the most private details about yourself.”,“확고한 관계를 형성하는 방법은 여러분에 관한 가장 사적인 세부 사항을 드러내는 것이다.”
day1,41,“evidence”,“There is still no scientific __ to suggest that underwater births are dangerous.”,“수중 출산이 위험하다고 제시한 과학적 증거는 아직 없다.”
day1,42,“intangible”,“Her ability to inspire and lead players is an __ that is difficult to quantify.”,“선수들에게 영감을 주고 이끄는 그녀의 능력은 계량화하기가 어려운 무형의 것이다.”
day1,43,“raw data”,“Big data specialists extract new, additional values from a large amount of unfiltered __.”,“빅 데이터 전문가들은 많은 양의 정제되지 않은 미가공 데이터로부터 새롭고, 추가적인 가치를 추출해낸다.”

day2,1,“Healthcare”,“__ reform was the centerpiece of the last presidential campaign.”,“의료 개혁은 지난 대통령 선거 운동의 중요 항목이었다.”
day2,2,“hardwired”,“Some distinctions between good and bad are __ into our biology.”,“좋음과 나쁨 사이의 몇 가지 구별은 우리의 생명 활동 안에서 타고난다.”
day2,3,“self-esteem”,“Check your __ first when you feel guilty.”,“죄책감을 느낄 때 여러분의 자존감을 먼저 점검하라.”
day2,4,“assume”,“It is not safe to __ that a stranger is a good neighbor just because they’re polite.”,“낯선 이가 공손하다는 이유만으로 그들이 좋은 이웃이라고 가정하는 것은 안전하지 않다.”
day2,5,“gene”,“The notion that food has a specific influence on __ expression is relatively new.”,“음식이 유전자 발현에 특정한 영향을 미친다는 생각은 비교적 새로운 것이다.”
day2,6,“Physical”,“__ activity will be much more helpful than taking medicine.”,“신체 활동이 약물 복용보다 훨씬 더 도움이 될 것이다.”
day2,7,“conservation”,“Sometimes the benefits of __ are immediate.”,“때때로 자연보호의 혜택은 즉각적이다.”
day2,8,“sympathize”,“All people __ with the victims.”,“모든 사람들이 피해자들에 대해 동정한다.”
day2,9,“metaphor”,“We use __ almost every time we write or speak.”,“우리는 글을 쓰거나 말을 하는 거의 모든 순간 은유를 사용한다.”
day2,10,“acute”,“Through evolution, our brains have developed to deal with __ dangers.”,“진화를 통해, 우리의 뇌는 심각한 위험에 대처하도록 발달해왔다.”
day2,11,“components”,“Magma exchanges chemical __ with the surrounding rock, modifying both the composition of the magma and the surrounding rock.”,“마그마는 주변 암석과 화학적 성분을 교환하여, 마그마와 주변 암석의 구성을 변경한다.”
day2,12,“survive”,“We human beings need to find ways to __.”,“우리 인간은 살아남을 방법을 찾아야 한다.”
day2,13,“cognitive”,“The confirmation bias is a type of __ bias.”,“확증 편향은 일종의 인지 편향이다.”
day2,14,“proportion”,“A considerable __ of old people suffer poverty even in the major developed countries.”,“주요 선진국에서조차 상당한 비율의 노인들이 빈곤을 겪고 있다.”
day2,15,“consistent”,“With __ effort, you can improve your grade.”,“일관된 노력으로, 여러분은 성적을 향상할 수 있다.”
day2,16,“branch”,“For moralists, political life is a __ of ethics philosophy.”,“도덕주의자들에게, 정치적 삶은 윤리 철학의 한 분야이다.”
day2,17,“promote”,“Our aim is to __ a wider and closer economic integration.”,“우리의 목적은 더 광범위하고 더 긴밀한 경제 통합을 촉진하는 것이다.”
day2,18,“priority”,“Your interests should be the __ in your job search.”,“구직에 있어서 여러분의 관심사가 우선 사항이어야 한다.”
day2,19,“neural”,“3-D art uses __ circuits in novel ways.”,“3-D 아트는 신경회로를 새로운 방식으로 사용한다.”
day2,20,“blossomed”,“The following spring, the burnt branches surprisingly __ into beautiful flowers.”,“다음 봄에, 불에 탄 가지가 놀랍게도 아름다운 꽃으로 피어났다.”
day2,21,“admiration”,“I have great __ for my sister’s talent as a ballerina.”,“나는 발레리나로서 나의 누나의 재능을 대단히 존경한다.”
day2,22,“enthusiastic”,“The champion was given an __ welcome when he arrived home.”,“그 챔피언은 귀국했을 때 열렬한 환영을 받았다.”
day2,23,“span”,“A manager was responsible for large quantities in a relatively short __ of time.”,“한 관리자가 비교적 짧은 시간에 많은 양을 책임졌다.”
day2,24,“unfold”,“Let our creativity __!”,“우리의 창의력을 펼쳐 봅시다!”
day2,25,“stereotype”,“Many of the stories in the book have to do with some kind of __.”,“그 책에 있는 많은 이야기가 일종의 고정 관념과 관련이 있다.”
day2,26,“irrelevant”,“Many of us consider the financial difficulties after retirement __ to our lives.”,“우리 중 다수는 은퇴 이후의 재정적 어려움을 우리 삶과 무관하다고 여긴다.”
day2,27,“institutions”,“Some governments and educational __ started to use the term ‘sustainability’ in a serious manner.”,“몇몇 정부와 교육기관들이 ‘지속 가능성’이라는 용어를 진지하게 사용하기 시작했다.”
day2,28,“enforce”,“To be effective, both parents must __ limits.”,“효과적이려면, 부모 모두가 제한을 시행해야 한다.”
day2,29,“biodiversity”,“Numerous __ experiments have been conducted since Elton’s time.”,“수많은 생물 다양성 실험이 Elton의 시대 이후로 수행되어 왔다.”
day2,30,“disbelief”,“Regina could only stare at her transformed self in __.”,“Regina는 자신의 변한 모습을 믿을 수 없다는 듯 그저 바라볼 수 있을 뿐이었다.”
day2,31,“heritage”,“The __ of the past is the seed that brings forth the harvest of the future.”,“과거의 유산은 미래의 결실을 가져오는 씨앗이다.”
day2,32,“costume”,“The extended __ of animals is the result of their genes.”,“동물들의 확장된 의상은 그들의 유전자의 결과물이다.”
day2,33,“Empire”,“Genghis Khan united the numerous small tribes of Northeast Asia under the Mongol __.”,“칭기즈 칸은 동북아시아의 수많은 작은 부족들을 몽골 제국 아래로 통합시켰다.”
day2,34,“Crops”,“__ must be cultivated without most of the chemicals that farmers use now.”,“농작물은 오늘날 농부들이 사용하는 대부분의 화학 비료를 사용하지 않고 재배되어야 한다.”
day2,35,“pollen”,“A contaminated bee transports the pesticide to the colony, or in __ or nectar.”,“오염된 벌은 군락에, 또는 꽃가루나 꿀에 농약을 옮긴다.”
day2,36,“net profits”,“When deciding whether to invest in a company, we may take into account its __.”,“어떤 회사에 투자할지 여부를 결정할 때, 우리는 그 회사의 순익을 고려할지도 모른다.”
day2,37,“Modern”,“__ weapons have a particularly high destructive force.”,“현대 무기는 특히 높은 파괴력을 지니고 있다.”
day2,38,“collaboration”,“Space exploration is a __ between countries to cover its high cost.”,“우주 탐사는 그것의 높은 비용을 충당하기 위한 국가들 간의 협력이다.”
day2,39,“attentive”,“Simply follow these ways and keep yourself __ and sharp all day.”,“단순히 이런 방식을 그저 따라서 여러분 스스로 하루 종일 주의를 기울이고 예리함을 유지하도록 하세요.”
day2,40,“Conditions”,“__ in the refugee camps were terrible.”,“난민 캠프의 상황은 끔찍했다”
day2,41,“Physical”,“__ fitness was a top priority of the national health policy”,“신체 건강은 국민 보건 정책의 최우선 사항이었다.”
day2,42,“conservation”,“Nature __ is more than about maintaining biodiversity and rainforests.” , “자연 보존은 생물의 다양성과 열대우림을 유지하는 것 이상이다.” 
day2,43,“blossomed”,“Colorful tulips recently __ in the Keukenhof Gardens in the Netherlands.”,“다양한 색의 튤립이 최근 네덜란드의 Keukenhof 정원에 피었다.”

day3,1,“entitled”,“I will be __ to my pension when I reach 60.”,“나는 60세가 되면 연금을 받을 자격이 주어질 것이다.”
day3,2,“souvenir”,“Whatever brings back memories could be called a ‘__’.”,“기억을 떠올리게 하는 것은 무엇이든지 ‘기념품’이라고 불릴 수 있다.”
day3,3,“coverage”,“Some people are denied health insurance __ because of their family’s genetic history.”,“몇몇 사람들은 가족 유전력 때문에 의료 보험의 보호를 거부 당한다.”
day3,4,“scientific”,“Conservation science is the study of the care and protection of cultural works through __ methods.”,“보존 과학은 과학적 방법으로 문화재를 보살피고 보호하는 학문이다.”
day3,5,“monopoly”,“The original idea of a patent was not to reward inventors with __ profits.”,“특허권의 원래 개념은 발명가에게 독점 이익을 보상하는 것이 아니었다.”
day3,6,“legend”,“According to the __, Cyprus is known as the birthplace of Aphrodite!”,“전설에 따르면, Cyprus는 아프로디테의 탄생지로 알려져 있다!”
day3,7,“disposition”,“Attitude is your psychological __, a proactive way to approach life.”,“태도는 여러분의 심리적 기질로, 삶에 접근하는 주도적인 방식이다.”
day3,8,“traditional”,“Their music blends modern and __ styles.”,“그들의 음악은 현대적인 스타일과 전통적인 스타일을 조합하고 있다.”
day3,9,“audience”,“The interaction between the __ and the actors in the play influences the actors’ performance.”,“연극에서 관객과 배우들 사이의 상호 작용은 배우들의 연기에 영향을 준다.”
day3,10,“confidence”,“My students always had plenty of __.”,“나의 학생들은 항상 자신만만했다.”
day3,11,“decade”,“Many countries suffered nationwide famines at least once every __.”,“많은 나라들이 적어도 10년에 한 번은 전국적인 기근을 겪었다.”
day3,12,“advance”,“With the __ of science, there has been a tendency to slip into scientism.”,“과학의 진보와 함께 과학지상주의로 빠져드는 경향이 있었다.”
day3,13,“fossil”,“The __ was found in the 1960s by a Canadian geologist.”,“그 화석은 1960년대에 캐나다인 지질학자에 의해 발견되었다.”
day3,14,“department”,“In high school, she joined the drama __.”,“고등학교 시절, 그녀는 연극부에 가입했다.”
day3,15,“maximum”,“My __ file upload size is being set to 8 MB.”,“나의 파일 업로드 최대 크기는 8메가바이트로 설정되어 있다.”
day3,16,“impair”,“Describing an image seen earlier can __ recognition afterwards.”,“이전에 보여졌던 이미지를 묘사하는 것이 이후의 인식을 손상시킬 수 있다.”
day3,17,“sudden”,“A __ heavy rain can damage trees.”,“갑작스러운 폭우가 나무를 훼손할 수 있다.”
day3,18,“implement”,“Efforts to __ a credit card payment system at the mall have been met with resistance.”,“신용 카드 결제 시스템을 시행하려는 그 쇼핑몰의 노력은 저항에 부딪쳤다.”
day3,19,“chemical”,“The __ symbol for copper is Cu.”,“구리의 화학 기호는 Cu이다.”
day3,20,“old-fashioned”,“LEDs use less energy and last longer than __ lights.”,“LED는 구식 조명보다 더 적은 에너지를 사용하고 더 오래 지속된다.”
day3,21,“entrepreneur”,“The __ ended up going bankrupt.”,“그 사업가는 결국 파산했다.”
day3,22,“ultimate”,“Peace settlement was the __ goal of the meeting.”,“평화 합의가 그 모임의 궁극적인 목표였다.”
day3,23,“banned”,“Product placement should be __ from all media.”,“간접 광고는 모든 매체에서 금지되어야 한다.”
day3,24,“plunged”,“She lost her balance and __ to the ground.”,“그녀는 몸의 균형을 잃고 땅으로 거꾸러졌다.”
day3,25,“extraordinary”,“There was something __ in him.”,“그에게는 뭔가 비범한 데가 있었다.”
day3,26,“mastery”,“The benefits of earlier __ are often overestimated.”,“조기에 숙달하는 것의 이점은 자주 과대평가된다.”
day3,27,“collapsed”,“In 2010, in Guatemala City, an area approximately 20 meters wide and 30 meters deep __.”,“2010년 과테말라시에서, 대략 폭 20미터에 깊이 30미터인 지역이 붕괴했다.”
day3,28,“tax”,“India decided to phase out all 500- and 1,000-rupee bills in the hope of reducing __ evasion.”,“인도는 탈세를 줄이려는 희망에서 모든 500루피와 1,000루피 지폐를 단계적으로 폐지하기로 결정했다.”
day3,29,“reliable”,“There was little __ data about the company.”,“그 회사에 대한 믿을 수 있는 자료가 거의 없었다.”
day3,30,“recommendation”,“The __ has since been adopted, with some modifications, almost everywhere.”,“그 권고는 그 후 일부 수정을 거쳐 거의 모든 곳에서 채택되었다.”
day3,31,“side effects”,“Everything has __, but not multitasking!”,“모든 것에는 부작용이 있지만, 다중 작업은 그렇지 않다!”
day3,32,“Morality”,“__ often expresses itself as a duty to perform an action that advances the interests of another, to the harm of one’s own.”,“도덕성은 자신의 이익을 해치면서, 다른 사람의 이익을 증진하는 행위를 수행할 의무로 자주 표현된다.”
day3,33,“evaluate”,“They want to __ the situation objectively.”,“그들은 상황을 객관적으로 평가하고 싶어 한다.”
day3,34,“empathy”,“Tears became something that automatically set off __ and compassion in another.”,“눈물은 타인의 공감과 동정을 자동적으로 유발하는 어떤 것이 되었다.”
day3,35,“magnificent”,“Namibia is known for __ desert and well-developed safari properties.”,“나미비아는 장대한 사막과 잘 개발된 사파리 시설로 유명하다.”
day3,36,“utilized”,“In the early days, dogs were __ to deliver mail.”,“초기에는 개가 우편물 배달에 이용되었다.”
day3,37,“scenery”,“The beauty of the __ was beyond description.”,“그 풍경의 아름다움은 형언할 수 없었다.”
day3,38,“moist”,“Artificial tears are a good way to keep the eye __.”,“인공 눈물은 눈을 촉촉하게 유지하기 위한 좋은 방법이다.”
day3,39,“merchants”,“Both consumers and __ expect to be able to use cloud services.”,“소비자와 상인 모두 클라우드 서비스를 이용할 수 있기를 기대한다.”
day3,40,“domesticated”,“In a region called the 'Fertile Crescent,' the earliest known wheat was __ and grown in about 8500 BCE.”,“‘비옥한 초승달’이라고 불리는 지역에서, 기원전 약 8,500년에 최초로 알려진 밀이 재배되고 길러졌다.”
day3,41,“monopoly”,“Cigarette production is still a state __ in some countries.”, “담배 생산은 몇몇 국가에서 여전히 국가가 독점한다.”
day3,42,“collapsed”,“Hundreds of buildings __ in the earthquake.”,“수백 개의 건물이 지진으로 무너져 내렸다.” 
day3,43,“impaired”,“ A knee injury may have __ her chances of winning the tournament.” ,“무릎 부상이 그녀의 토너먼트 우승 가능성을 손상시켰을 수도 있다.”

day4,1,“contrasting”,“The snow was icy and white, __ with the brilliant blue sky.”,“눈은 차갑고 흰색이었는데, 밝게 빛나는 파란 하늘과 대조되었다.”
day4,2,“life expectancy”,“The Japanese are among the healthiest people on Earth and have the highest __.”,“일본인들은 지구상에서 가장 건강한 사람들에 속하고 가장 높은 평균 수명을 가진다.”
day4,3,“relieved”,“He was greatly __ that his father had been safely rescued.”,“그는 아버지가 무사히 구조되었다는 것에 크게 안도했다.”
day4,4,“implied”,“The article __ that the driver was responsible for the accident.”,“그 기사는 운전자에게 그 사고의 책임이 있다는 것을 암시했다.”
day4,5,“funds”,“The FAST Walk Day raises __ for research to find a cure for Angelman syndrome.”,“FAST Walk Day는 Angelman 증후군의 치료약을 찾기 위한 연구 기금을 모금한다.”
day4,6,“portion”,“A large __ of our natural resources is used for construction.”,“우리의 천연자원의 상당 부분이 건축을 위해 사용된다.”
day4,7,“analyze”,“Please, __ the situation from a different angle.”,“다른 각도에서 상황을 분석해 보세요.”
day4,8,“eventual”,“Both sides were happy with the __ outcome of the talks.”,“양쪽 모두가 회담의 최종적인 결과에 기뻐했다.”
day4,9,“recent”,“This approach to economic success is relatively __.”,“경제적 성공에 대한 이런 접근은 비교적 최근의 것이다.”
day4,10,“frame”,“This wooden __ is 30 dollars cheaper than the metal frame.”,“이 나무틀은 금속틀보다 30달러 더 저렴하다.”
day4,11,“probable”,“Data analysis has already been used to predict the __ success or failure of certain students.”,“자료 분석은 특정 학생들의 성공이나 실패 가능성을 예측하는 데 이미 사용되어 왔다.”
day4,12,“refer”,“He promised not to publicly __ to the matter again.”,“그는 그 문제를 다시는 공개적으로 언급하지 않기로 약속했다.”
day4,13,“hypothesis”,“The results of the experiment enabled us to reject the initial __.”,“그 실험의 결과로 우리는 처음의 가설을 일축할 수 있었다.”
day4,14,“insulating”,“We don’t have the fur of polar bears or the thick, __ fat of sea mammals.”,“우리에게는 북극곰의 털가죽이나 해양 포유류의 두꺼운 단열용 지방이 없다.”
day4,15,“phenomenon”,“This __ has caused abnormal climate changes in many parts of the earth.”,“이러한 현상은 지구의 많은 지역에서 이상 기후 변화를 일어나게 했다.”
day4,16,“conceal”,“Denial may __ from people how deeply wounded they are by certain jokes.”,“부정은 사람들이 어떤 농담에 얼마나 깊은 상처를 입는지를 감출 수도 있다.”
day4,17,“Globalization”,“__ has brought very little real benefit to some developing countries.”,“세계화는 일부 개발도상국에 실제적인 이익을 거의 가져오지 않았다.”
day4,18,“commonplace”,“Such backbreaking labor is still __ in parts of the world.”,“그러한 대단히 힘든 노동은 세계 각지에서 아직도 아주 흔한 일이다.”
day4,19,“witnessing”,“We are __ a fundamental shift in the way people do business.”,“우리는 사람들이 사업을 하는 방식에 있어서의 근본적인 변화를 목격하고 있다.”
day4,20,“desperate”,“The client feels __ and hopeless.”,“그 의뢰인은 자포자기하고 절망감을 느끼고 있다.”
day4,21,“assigned”,“Don’t forget to do the homework you’ve been __.”,“여러분에게 배정된 숙제를 하는 것을 잊지 마세요.”
day4,22,“frequency”,“The __ and magnitude of the most extreme floods has increased dramatically in Europe.”,“가장 극단적인 홍수의 빈도와 규모가 유럽에서 극적으로 상승했다.”
day4,23,“widespread”,“Sinkholes are not __ events like hurricanes or earthquakes.”,“싱크홀은 허리케인이나 지진과 같이 광범위한 사건은 아니다.”
day4,24,“specializes”,“He __ in filming music videos.”,“그는 뮤직비디오 촬영을 전문으로 한다.”
day4,25,“companions”,“They became __ in misfortune.”,“그들은 불행을 겪으며 동지가 되었다.”
day4,26,“scarce”,“ Water is especially __ on the International Space Station.”,“국제우주정거장에서는 물이 특히 부족하다.”
day4,27,“intuition”,“Understanding quantities in terms of estimating ratios is a universal human __.”,“비율을 어림잡는 측면에서 양을 이해하는 것은 인간의 보편적인 직관이다.”
day4,28,“minimize”,“Our singular goal is to __ expenses and maximize efficiency.”,“우리의 유일한 목표는 비용을 최소화하고 효율을 최대화하는 것이다.”
day4,29,“curiosity”,“Children usually show __ about everything.”,“아이들은 보통 모든 것에 호기심을 보인다.”
day4,30,“offensive”,“The trash can is usually the origin of __ smells.”,“쓰레기통은 대개 불쾌한 냄새의 근원이다.”
day4,31,“archaeologists”,“Some __ discovered several ancient tombs.”,“몇몇 고고학자가 몇 개의 고대 무덤을 발견했다.”
day4,32,“archives”,“Sometimes researchers have to search __ of aerial photographs to get information.”,“때로 연구자들은 정보를 얻기 위해서 항공 사진의 기록 보관소를 뒤져야만 한다.”
day4,33,“costly”,“I can’t afford to buy a new laptop because it is too __.”,“나는 새 노트북 컴퓨터를 살 여유가 없는데, 그것이 너무 비싸기 때문이다.”
day4,34,“divorce”,“His experience of __ shattered his illusions about love.”,“그의 이혼 경험은 사랑에 대한 그의 환상을 산산조각 냈다.”
day4,35,“disclosure”,“In most cases, the amount of __ increases over time.”,“대부분의 경우에, 털어놓는 이야기의 양은 시간이 지나면서 증가한다.”
day4,36,“facilitate”,“Blockchains serve as a powerful new tool to __ economic activity.”,“블록체인은 경제 활동을 촉진하는 강력한 새로운 도구의 역할을 한다.”
day4,37,“caregiver”,“Please don’t do this experiment without asking your parents or __.”,“부모님이나 돌보는 사람에게 요청하지 않고 이 실험을 하지 마세요.”
day4,38,“takeoff”,“The business enjoyed a fast __.”,“그 업체는 빠른 도약을 누렸다.”
day4,39,“existence”,“There is no evidence for the __ of life after death.”,“사후 세계의 존재에 대한 증거는 없다.”
day4,40,“arrested”,“Police __ several demonstrators, who were later released.”,“경찰이 시위자들을 여럿 체포했는데, 그들은 후에 석방되었다”
day4,41,“relieved”,“I’m __ to hear that you’re feeling better.”, “당신의 기분이 나아진다는 말을 들으니 안심이 돼요.”
day4,42,“archives”,“The recordings are preserved in the museum’s sound __.” ,“이 녹음들은 박물관의 음향 기록 보관소에 보존되어 있다.”
day4,43,“contrasts”,“While there are similarities in the two cultures, there are also great __.”, “두 문화에 비슷한 점이 있는 반면, 대조적인 점도 크다.”

day5,1,“time-consuming”,“Making a home-cooked meal has been removed because we perceive them as __.”,“집에서 음식을 요리하는 것은 우리가 그것들을 시간이 걸리는 것으로 인식하기 때문에 없어져 왔다.”
day5,2,“simplified”,“The whole process has now been greatly __.”,“전체 공정이 이제는 크게 단순화되었다.”
day5,3,“defense”,“They fought in __ of their country.”,“그들은 자신의 나라를 지키기 위해 싸웠다.”
day5,4,“awareness”,“There was an almost complete absence of __ of the issues involved.”,“관련 사안들에 대한 인식이 거의 전적으로 부재했다.”
day5,5,“significant”,“Two hours a week can make a __ difference in a pet’s life!”,“일주일에 두 시간은 반려동물의 삶에 중요한 차이를 만들 수 있다!”
day5,6,“convince”,“His arguments didn’t __ everyone, but changes were made.”,“그의 주장이 모두를 납득시키지는 못했지만, 변화는 만들어졌다.”
day5,7,“potential”,“There are many examples of the IoT’s __ value.”,“사물인터넷의 잠재적 가치에 대한 사례가 많이 있다.”
day5,8,“disposal”,“Talks were held on the safe __ of nuclear waste.”,“핵폐기물의 안전한 처리에 대한 회담이 열렸다.”
day5,9,“realms”,“The __ of man and nature were indistinguishable.”,“인간과 자연의 영역은 구별할 수 없었다.”
day5,10,“static”,“Far from being __, the environment is constantly changing.”,“정적이기는커녕 환경은 끊임없이 변하고 있다.”
day5,11,“published”,“Mary __ her autobiography, Wonderful Adventures of Mrs. Seacole in Many Lands.”,“Mary는 자신의 자서전 ‘Wonderful Adventures of Mrs. Seacole in Many Lands’를 출간하였다.”
day5,12,“identity”,“The Korean flag is an important part of our national __.”,“태극기는 우리의 국가 정체성의 중요한 부분이다.”
day5,13,“straightforward”,“Using the computer program is fairly __.”,“그 컴퓨터 프로그램을 사용하는 것은 매우 간단하다.”
day5,14,“appearances”,“Many of the buildings on Armenian Street have unusual __.”,“아르메니아 거리에 있는 많은 건물들은 특이한 외양을 가지고 있다.”
day5,15,“detect”,“Some fish can __ smells a million times better than humans can.”,“일부 물고기는 인간보다 100만 배 더 잘 냄새를 탐지할 수 있다.”
day5,16,“strategy”,“The use of high technology is core to our __.”,“첨단 기술 사용이 우리 전략의 핵심이다.”
day5,17,“independent”,“Korea became __ in 1945.”,“한국은 1945년에 독립되었다.”
day5,18,“resolution”,“In 2017, the European Parliament approved a __ calling for the creation of laws on robotics.”,“2017년에 유럽 의회는 로봇공학에 관한 법률 제정을 요구하는 결의안을 승인했다.”
day5,19,“occasional”,“We never quite grow out of __ attacks of helplessness.”,“우리는 가끔 닥치는 무기력증의 공격을 완전히 떨칠 수는 없다.”
day5,20,“embraced”,“In the midst of the chaos, an unbelievable peace __ me.”,“혼돈 속에서, 믿을 수 없는 평화가 나를 감쌌다.”
day5,21,“aesthetic”,“The new furniture was more __ rather than functional.”,“새 가구는 기능적이기보다 미적이었다.”
day5,22,“ethnic”,“The Nuer are one of the largest __ groups in South Sudan, primarily residing in the Nile River Valley.”,“Nuer 족은 주로 Nile River Valley에 거주하는 남수단의 가장 큰 민족 집단 중 하나이다.”
day5,23,“reinforce”,“People often give some statistics to support or __ their points.”,“사람들은 종종 자신의 의견을 뒷받침하거나 강화하기 위해 몇몇 통계 자료를 제시한다.”
day5,24,“Pioneers”,“__ from New England gradually migrated to all parts of the United States.”,“뉴잉글랜드 출신의 개척자들은 점차 미국 전역으로 이주했다.”
day5,25,“lifelong”,“Enjoy a fun evening with your family and make special __ memories!”,“가족과 함께 즐거운 저녁을 즐기시고 특별한 일생의 추억을 만드세요!”
